slug,title,matched_condition,matched_presentation,match_basis,match_method,match_confidence,requires_manual_review,coverage_status,categories,source_file
is-dermatitis,Dermatitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-dermatitis.html
is-detrusor-instability,Detrusor Instability,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-detrusor-instability.html
is-developmental-dysplasia-of-the-hip,Developmental Dysplasia of the Hip (DDH),"Childhood hip/ leg disorders (including Perthes disease, slipped upper femoral epiphyses, developmental dysplasia of the hip)",,condition,fuzzy:1.10,0.65,true,covered-needs-refresh,Child health,extracted-illness-scripts-2026\is-developmental-dysplasia-of-the-hip.html
is-diabetes,Diabetes,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-diabetes.html
is-diabetic-autonomic-neuropathy,Diabetic Autonomic Neuropathy,Autonomic neuropathy,,condition,exact,0.95,false,covered-needs-refresh,Peripheral nervous system and neuromuscular junction,extracted-illness-scripts-2026\is-diabetic-autonomic-neuropathy.html
is-diabetic-foot-painless,Diabetic Foot (Painless),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-diabetic-foot-painless.html
is-diabetic-gastroparesis,Diabetic Gastroparesis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-diabetic-gastroparesis.html
is-diabetic-ketoacidosis,Diabetic Ketoacidosis (DKA),Diabetic ketoacidosis (DKA),,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-diabetic-ketoacidosis.html
is-diabetic-nephropathy,Diabetic Nephropathy,Diabetic nephropathy,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-diabetic-nephropathy.html
is-diabetic-neuropathy,Diabetic Neuropathy,Diabetic neuropathy,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-diabetic-neuropathy.html
is-diabetic-retinopathy,Diabetic Retinopathy,Diabetic retinopathy,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-diabetic-retinopathy.html
is-disc-disease,Disc Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-disc-disease.html
is-discitis,Discitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-discitis.html
is-disuse-atrophy,Disuse Atrophy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-disuse-atrophy.html
is-diverticular-disease,Diverticular Disease,Diverticular disease and diverticulitis,,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-diverticular-disease.html
is-diverticulitis,Diverticulitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-diverticulitis.html
is-dizziness,Dizziness,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-dizziness.html
is-drug-abuse,Drug Abuse,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-drug-abuse.html
is-drug-and-alcohol-abuse,Drug and Alcohol Abuse,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-drug-and-alcohol-abuse.html
is-drug-induced-palpitations,Drug-Induced Palpitations,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-drug-induced-palpitations.html
is-drug-withdrawal,Drug Withdrawal,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-drug-withdrawal.html
is-dry-skin,Dry Skin (Xerosis),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-dry-skin.html
is-dub,Dysfunctional Uterine Bleeding (DUB),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-dub.html
is-dvt,Deep Vein Thrombosis (DVT),Deep vein thrombosis,,condition,fuzzy:1.45,0.65,true,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-dvt.html
is-dysmenorrhoea,Dysmenorrhoea,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-dysmenorrhoea.html
is-ear-boil,Ear Boil (Furuncle of the Ear Canal),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ear-boil.html
is-ear-wax,Ear Wax (Cerumen Impaction),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ear-wax.html
is-early-dementia,Early Dementia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-early-dementia.html
is-early-pregnancy,Early Pregnancy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-early-pregnancy.html
is-eating-disorder,Eating Disorder,Eating disorders,,condition,exact,0.95,false,covered-needs-refresh,Mental health,extracted-illness-scripts-2026\is-eating-disorder.html
is-ectopic-pregnancy,Ectopic Pregnancy,Ectopic pregnancy,,condition,exact,0.95,false,covered-needs-refresh,Pregnancy and the puerperium,extracted-illness-scripts-2026\is-ectopic-pregnancy.html
is-electrolyte-disturbance,Electrolyte Disturbance,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-electrolyte-disturbance.html
is-encephalitis,Encephalitis,Encephalitis,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-encephalitis.html
is-endometrial-cancer,Endometrial Cancer,Endometrial cancer,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-endometrial-cancer.html
is-endometrial-hyperplasia,Endometrial Hyperplasia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-endometrial-hyperplasia.html
is-endometriosis,Endometriosis,Endometriosis,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-endometriosis.html
is-endometritis,Endometritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-endometritis.html
is-endophthalmitis,Endophthalmitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-endophthalmitis.html
is-epicondylitis,Epicondylitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-epicondylitis.html
is-epiglottitis,Epiglottitis,Epiglottitis,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-epiglottitis.html
is-epilepsy,Epilepsy,Epilepsy,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-epilepsy.html
is-episcleritis,Episcleritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-episcleritis.html
is-epistaxis,Epistaxis,Epistaxis,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-epistaxis.html
is-essential-hypertension,Essential Hypertension,Hypertension (essential or secondary),,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-essential-hypertension.html
is-essential-tremor,Essential Tremor,Essential tremor,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-essential-tremor.html
is-eustachian-tube-dysfunction,Eustachian Tube Dysfunction,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-eustachian-tube-dysfunction.html
is-exercise-induced-haematuria,Exercise-induced Haematuria,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-exercise-induced-haematuria.html
is-eye-trauma-or-foreign-body,Eye Trauma or Foreign Body,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-eye-trauma-or-foreign-body.html
is-faecal-impaction,Faecal Impaction (Overflow Diarrhoea),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-faecal-impaction.html
is-fbao,Foreign Body Airway Obstruction (FBAO),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-fbao.html
is-febrile-convulsions-children,Febrile Convulsions (Children),Febrile convulsions,,condition,fuzzy:1.35,0.65,true,covered-needs-refresh,Child health,extracted-illness-scripts-2026\is-febrile-convulsions-children.html
is-femoral-artery-aneurysm,Femoral Artery Aneurysm,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-femoral-artery-aneurysm.html
is-fever,Fever,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-fever.html
is-fibrocystic-disease,Fibrocystic Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-fibrocystic-disease.html
is-fibroids,Fibroids (Uterine Leiomyomas),Fibroids,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-fibroids.html
is-fibromyalgia,Fibromyalgia,Fibromyalgia,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-fibromyalgia.html
is-folate-deficiency,Folate Deficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-folate-deficiency.html
is-food-allergy-and-intolerance,Food Allergy and Intolerance,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-food-allergy-and-intolerance.html
is-food-poisoning,Food Poisoning,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-food-poisoning.html
is-foot-deformities,Foot Deformities,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-foot-deformities.html
is-foreign-body,Foreign Body,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-foreign-body.html
is-fracture-or-dislocation,Fracture or Dislocation,Joint dislocation or subluxation,,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-fracture-or-dislocation.html
is-frailty,Frailty,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-frailty.html
is-frontal-lobe-lesions,Frontal Lobe Lesions,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-frontal-lobe-lesions.html
is-functional-abdominal-pain-syndrome,Functional Abdominal Pain Syndrome (FAPS),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-functional-abdominal-pain-syndrome.html
is-functional-disorder,Functional Disorder,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-functional-disorder.html
is-gallstone-disease,Gallstone Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gallstone-disease.html
is-gastric-cancer,Gastric Cancer,Gastric cancer,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-gastric-cancer.html
is-gastritis,Gastritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gastritis.html
is-gastroenteritis,Gastroenteritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gastroenteritis.html
is-generalised-anxiety-disorder,Generalised Anxiety Disorder (GAD),Generalised anxiety disorder,,condition,exact,0.95,false,covered-needs-refresh,Mental health,extracted-illness-scripts-2026\is-generalised-anxiety-disorder.html
is-genital-herpes,Genital Herpes,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-genital-herpes.html
is-genito-urinary-tract-infection,Genito-Urinary Tract Infection (UTI),Urinary tract infection,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-genito-urinary-tract-infection.html
is-geographic-tongue,Geographic Tongue,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-geographic-tongue.html
is-gestational-hypertension,Gestational Hypertension,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gestational-hypertension.html
is-gi-tract-cancer,GI Tract Cancer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gi-tract-cancer.html
is-gilberts-syndrome,Gilbert's Syndrome,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gilberts-syndrome.html
is-glandular-fever,Glandular fever,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-glandular-fever.html
is-globus-hystericus,Globus Hystericus,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-globus-hystericus.html
is-glomerulonephritis,Glomerulonephritis,Glomerulonephritis,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-glomerulonephritis.html
is-goitre,Goitre,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-goitre.html
is-gonorrhoea,Gonorrhoea,Gonorrhoea,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-gonorrhoea.html
is-gord,Gastro-Oesophageal Reflux Disease,Gastro-oesophageal reflux disease (including Barrett oesophagus),,condition,fuzzy:1.18,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-gord.html
is-gout,Gout,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gout.html
is-gravitational-oedema,Gravitational Oedema,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-gravitational-oedema.html
is-guillain-barre-syndrome,Guillain-Barré Syndrome,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-guillain-barre-syndrome.html
is-haemochromatosis,Haemochromatosis,Haemochromatosis,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-haemochromatosis.html
is-haemolytic-anaemia,Haemolytic Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-haemolytic-anaemia.html
is-haemoptysis,Haemoptysis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-haemoptysis.html
is-haemorrhoids,Haemorrhoids,Haemorrhoids,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-haemorrhoids.html
is-hallux-valgus,Hallux Valgus,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hallux-valgus.html
is-hand-foot-and-mouth-disease,"Hand, Foot, and Mouth Disease (HFMD)",,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hand-foot-and-mouth-disease.html
is-head-injury,Head Injury,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-head-injury.html
is-heart-failure,Heart Failure,Heart failure,,condition,exact,0.95,false,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-heart-failure.html
is-heavy-metal-poisoning,Heavy Metal Poisoning,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-heavy-metal-poisoning.html
is-hepatitis,Hepatitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hepatitis.html
is-hepatocellular-carcinoma,Hepatocellular Carcinoma,Hepatocellular carcinoma,,condition,exact,0.95,false,covered-needs-refresh,"Liver, pancreas, biliary system",extracted-illness-scripts-2026\is-hepatocellular-carcinoma.html
is-hepatomegaly,Hepatomegaly,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hepatomegaly.html
is-hernia,Hernia,Hernias,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-hernia.html
is-herpes-simplex-keratitis,Herpes Simplex Keratitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-herpes-simplex-keratitis.html
is-herpes-stomatitis,Herpes Stomatitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-herpes-stomatitis.html
is-herpes-zoster-ophthalmicus,Herpes Zoster Ophthalmicus (HZO),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-herpes-zoster-ophthalmicus.html
is-herpes-zoster,Herpes Zoster (Shingles),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-herpes-zoster.html
is-hhs,Hyperosmolar Hyperglycaemic State (HHS),Hyperosmolar hyperglycaemic state (HHS),,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-hhs.html
is-hiatus-hernia,Hiatus Hernia,Hiatus hernia,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-hiatus-hernia.html
is-hidradenitis-suppurativa,Hidradenitis Suppurativa,Folliculitis and Hidradenitis suppurativa,,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Skin and soft tissue,extracted-illness-scripts-2026\is-hidradenitis-suppurativa.html
is-hip-or-pelvis-fracture,Hip or Pelvis Fracture,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hip-or-pelvis-fracture.html
is-hirschsprungs-disease-children,Hirschsprung’s Disease (Children),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hirschsprungs-disease-children.html
is-hiv-ars,HIV (Acute Retroviral Syndrome),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hiv-ars.html
is-hiv-associated-pneumocystis-pneumonia,HIV-Associated Pneumocystis Pneumonia (PCP),Pneumonia,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-hiv-associated-pneumocystis-pneumonia.html
is-hiv,HIV (Human Immunodeficiency Virus),Human immunodeficiency virus (HIV),,condition,fuzzy:1.60,0.65,true,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-hiv.html
is-hsp,Henoch-Schönlein Purpura (HSP),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hsp.html
is-huntingtons-disease,Huntington's Disease,Huntington disease,,condition,fuzzy:1.35,0.65,true,covered-needs-refresh,Genetic and congenital,extracted-illness-scripts-2026\is-huntingtons-disease.html
is-hydrocephalus,Hydrocephalus,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hydrocephalus.html
is-hyperaldosteronism,Hyperaldosteronism,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hyperaldosteronism.html
is-hypercalcaemia,Hypercalcaemia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hypercalcaemia.html
is-hyperemesis-gravidarum,Hyperemesis Gravidarum,Hyperemesis gravidarum,,condition,exact,0.95,false,covered-needs-refresh,Pregnancy and the puerperium,extracted-illness-scripts-2026\is-hyperemesis-gravidarum.html
is-hyperglycaemic-crisis,Hyperglycaemic Crisis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hyperglycaemic-crisis.html
is-hyperprolactinaemia,Hyperprolactinaemia,Hyperprolactinaemia,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-hyperprolactinaemia.html
is-hyperthyroidism,Hyperthyroidism,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hyperthyroidism.html
is-hyperventilation,Hyperventilation,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hyperventilation.html
is-hypoalbuminaemia,Hypoalbuminaemia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hypoalbuminaemia.html
is-hypoglycaemia,Hypoglycaemia,Hypoglycaemia,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-hypoglycaemia.html
is-hypothyroidism-myxoedema,Hypothyroidism (Myxoedema),Hypothyroidism,,condition,fuzzy:1.25,0.65,true,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-hypothyroidism-myxoedema.html
is-hypothyroidism,Hypothyroidism,Hypothyroidism,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-hypothyroidism.html
is-hypovolaemic-shock,Hypovolaemic Shock,Shock,,condition,exact,0.95,false,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-hypovolaemic-shock.html
is-hypoxia,Hypoxia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-hypoxia.html
is-idiopathic-intracranial-hypertension,Idiopathic Intracranial Hypertension (IIH),Idiopathic intracranial hypertension,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-idiopathic-intracranial-hypertension.html
is-iliopsoas-abscess,Iliopsoas Abscess,Abscess,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-iliopsoas-abscess.html
is-immunisation-reaction,Immunisation Reaction,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-immunisation-reaction.html
is-immunodeficiency,Immunodeficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-immunodeficiency.html
is-impacted-ear-wax,Impacted Ear Wax (Cerumen Impaction),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-impacted-ear-wax.html
is-inborn-errors-of-metabolism,Inborn Errors of Metabolism,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-inborn-errors-of-metabolism.html
is-incarcerated-hernia,Incarcerated Hernia,Hernias,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-incarcerated-hernia.html
is-incorrectly-sited-iucd,Incorrectly Sited IUCD,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-incorrectly-sited-iucd.html
is-infantile-colic,Infantile Colic,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-infantile-colic.html
is-infective-endocarditis,Infective Endocarditis,Infective endocarditis,,condition,exact,0.95,false,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-infective-endocarditis.html
is-inflammatory-bowel-disease,Inflammatory Bowel Disease (IBD),"Inflammatory bowel disease (including Crohn disease, ulcerative colitis)",,condition,fuzzy:1.14,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-inflammatory-bowel-disease.html
is-influenza,Influenza,Influenza,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-influenza.html
is-ingrown-toenail,Ingrown Toenail (IGTN),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ingrown-toenail.html
is-inguinal-or-femoral-hernia,Inguinal or Femoral Hernia,Hernias,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-inguinal-or-femoral-hernia.html
is-insomnia,Insomnia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-insomnia.html
is-intermittent-claudication,Intermittent Claudication,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-intermittent-claudication.html
is-interstitial-cystitis,Interstitial Cystitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-interstitial-cystitis.html
is-interstitial-lung-disease,Interstitial Lung Disease (ILD),Interstitial lung disease (including fibrotic lung disease),,condition,fuzzy:1.22,0.65,true,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-interstitial-lung-disease.html
is-intestinal-obstruction,Intestinal Obstruction,Intestinal obstruction and ileus,,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-intestinal-obstruction.html
is-intra-abdominal-abscess,Intra-abdominal Abscess,Abscess,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-intra-abdominal-abscess.html
is-intussusception,Intussusception,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-intussusception.html
is-iritis-uveitis,Iritis (Uveitis),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-iritis-uveitis.html
is-iron-deficiency-anaemia,Iron Deficiency Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-iron-deficiency-anaemia.html
is-iron-deficiency,Iron Deficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-iron-deficiency.html
is-irritable-bowel-syndrome-adolescents,Irritable Bowel Syndrome (Adolescents),Irritable bowel syndrome,,condition,fuzzy:1.45,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-irritable-bowel-syndrome-adolescents.html
is-irritable-bowel-syndrome,Irritable Bowel Syndrome (IBS),Irritable bowel syndrome,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-irritable-bowel-syndrome.html
is-ivc-obstruction,IVC Obstruction,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ivc-obstruction.html
is-joint-pains,Joint Pains,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-joint-pains.html
is-juvenile-idiopathic-arthritis,Juvenile Idiopathic Arthritis (JIA),Juvenile idiopathic arthritis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-juvenile-idiopathic-arthritis.html
is-keratitis-bacterial,Keratitis (Bacterial),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-keratitis-bacterial.html
is-keratoconjunctivitis,Keratoconjunctivitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-keratoconjunctivitis.html
is-knee-osteoarthritis,Knee Osteoarthritis,Osteoarthritis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-knee-osteoarthritis.html
is-labyrinthitis,Labyrinthitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-labyrinthitis.html
is-lactose-intolerance,Lactose Intolerance,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-lactose-intolerance.html
is-laryngeal-cancer,Laryngeal Cancer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-laryngeal-cancer.html
is-laryngitis,Laryngitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-laryngitis.html
is-left-ventricular-failure,Left Ventricular Failure,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-left-ventricular-failure.html
is-leukaemia,Leukaemia,Leukaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-leukaemia.html
is-lichen-planus,Lichen Planus,Lichen planus,,condition,exact,0.95,false,covered-needs-refresh,Skin and soft tissue,extracted-illness-scripts-2026\is-lichen-planus.html
is-lichen-simplex-chronicus,Lichen Simplex Chronicus,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-lichen-simplex-chronicus.html
is-ligament-injury,Ligament Injury,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ligament-injury.html
is-lipoma,Lipoma,Lipoma,,condition,exact,0.95,false,covered-needs-refresh,Skin and soft tissue,extracted-illness-scripts-2026\is-lipoma.html
is-liver-cirrhosis,Liver Cirrhosis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-liver-cirrhosis.html
